date,temperature,humidity,positive_case(domestic),positive_case(overseas),max_num_hangout,num_tested(domestic),num_tested(overseas),num_from_holiday,AZ,Pfizer,Jansen,Moderna
2021-06-21,23.6,67,317,40,4,,,33,11197825,5633112,1115864,0
2021-06-22,22.8,67.9,350,44,4,,,34,11217136,5747225,1121329,512
2021-06-23,22.4,70.5,605,40,4,,,35,11237646,5904195,1123956,1384
2021-06-24,23,71.1,576,34,4,,,36,11257242,6051566,1125361,4085
2021-06-25,24.1,69,602,32,4,,,37,11274359,6187899,1125920,7606
2021-06-26,22.8,78.5,611,57,4,,,38,11290982,6321710,1126366,16719
2021-06-27,24.5,72.1,570,44,4,,,39,11292954,6370065,1126471,17466
2021-06-28,23.7,76.4,472,29,4,,,40,11292955,6370878,1126477,17466
2021-06-29,23.9,78.6,560,35,4,,,41,11303320,6483127,1126969,22130
2021-06-30,24.3,77.9,759,35,4,,,42,11317099,6624203,1127694,30026
2021-07-01,26.3,70.9,711,50,4,,,43,11330236,6754771,1128444,35706
2021-07-02,27.1,64.1,765,60,4,,,44,11345106,6857520,1128962,36823
2021-07-03,22.6,80,748,46,4,,,45,11364859,6955020,1129436,38309
2021-07-04,21.4,96.8,662,81,4,,,46,11366200,7002955,1129439,39118
2021-07-05,23.3,80.3,644,67,4,,,47,11366308,7004512,1129439,39118
2021-07-06,25.3,73.4,690,56,4,,,48,11406953,7061336,1129448,42403
2021-07-07,26.4,78.5,"1,168",44,4,,,49,11450475,7147227,1129466,46568
2021-07-08,26,81.6,"1,227",48,4,,,50,11494331,7225180,1129470,50688
2021-07-09,25.5,77.3,"1,236",80,4,,,51,11545480,7308515,1129676,55505
2021-07-10,25.9,80.4,"1,320",58,4,,,52,11630101,7423778,1129686,62062
2021-07-11,25.7,86.8,"1,280",44,4,,,53,11662542,7473842,1129686,62245
2021-07-12,28.1,75.1,"1,063",37,2,,,54,11663664,7475065,1129686,62245
2021-07-13,28.8,76.1,"1,097",53,2,,,55,11716659,7520328,1129688,62313
2021-07-14,29.7,71.4,"1,568",47,2,,,56,11785016,7675969,1129689,62450
2021-07-15,,,"1,555",45,,,,57,11866938,7831265,1129689,63147
2021-07-16,,,,,,,,,11968276,7996460,1129702,63174
